time,valence,frustration,focus,excitement,lat,lon
2017-03-12T11:51:56,69.76744,98.60465,60,24.651161,55.950257,-3.19231
2017-03-12T11:51:56,69.76744,98.60465,60,24.651161,55.950257,-3.19231
2017-03-12T11:51:57,73.023254,100,46.046513,29.302322,,
2017-03-12T11:51:57,73.023254,100,46.046513,29.302322,,
2017-03-12T11:51:58,74.4186,100,60.930233,29.302322,,
2017-03-12T11:51:58,74.4186,100,60.930233,29.302322,,
2017-03-12T11:51:59,73.48837,100,60.930233,28.837212,,
2017-03-12T11:51:59,73.48837,100,60.930233,28.837212,,
2017-03-12T11:52:00,69.30232,100,60.930233,30.23256,55.949953,-3.192
2017-03-12T11:52:00,69.30232,100,60.930233,30.23256,55.949953,-3.192
2017-03-12T11:52:01,70.23256,100,61.39535,36.744183,,
2017-03-12T11:52:01,70.23256,100,61.39535,36.744183,,
2017-03-12T11:52:02,76.27907,100,61.39535,35.34884,,
2017-03-12T11:52:02,76.27907,100,61.39535,35.34884,,
2017-03-12T11:52:03,77.209305,100,61.39535,34.88372,,
2017-03-12T11:52:03,77.209305,100,61.39535,34.88372,,
2017-03-12T11:52:04,74.88372,100,61.39535,30.23256,,
2017-03-12T11:52:04,74.88372,100,61.39535,30.23256,,
2017-03-12T11:52:05,72.09302,100,61.39535,32.093025,55.94999,-3.192023
2017-03-12T11:52:05,72.09302,100,61.39535,32.093025,55.94999,-3.192023
2017-03-12T11:52:06,73.95349,100,61.39535,30.69767,,
2017-03-12T11:52:06,73.95349,100,61.39535,30.69767,,
2017-03-12T11:52:07,76.74419,100,61.39535,25.11628,,
2017-03-12T11:52:07,76.74419,100,61.39535,25.11628,,
2017-03-12T11:52:08,77.209305,96.27907,60,24.651161,,
2017-03-12T11:52:08,77.209305,96.27907,60,24.651161,,
2017-03-12T11:52:09,77.67442,86.976746,46.046513,22.790703,,
2017-03-12T11:52:09,77.67442,86.976746,46.046513,22.790703,,
2017-03-12T11:52:10,75.34884,79.06976,53.48837,22.790703,55.949973,-3.191897
2017-03-12T11:52:10,75.34884,79.06976,53.48837,22.790703,55.949973,-3.191897
2017-03-12T11:52:11,75.34884,77.67442,53.023254,24.651161,,
2017-03-12T11:52:11,75.34884,77.67442,53.023254,24.651161,,
2017-03-12T11:52:12,76.27907,81.860466,53.95349,24.651161,,
2017-03-12T11:52:12,76.27907,81.860466,53.95349,24.651161,,
2017-03-12T11:52:13,75.81395,80.46512,53.48837,22.325584,,
2017-03-12T11:52:13,75.81395,80.46512,53.48837,22.325584,,
2017-03-12T11:52:14,71.16279,79.06976,52.55814,19.53489,,
2017-03-12T11:52:14,71.16279,79.06976,52.55814,19.53489,,
2017-03-12T11:52:15,69.30232,77.209305,51.627907,17.674416,55.950023,-3.192232
2017-03-12T11:52:15,69.30232,77.209305,51.627907,17.674416,55.950023,-3.192232
2017-03-12T11:52:16,64.65116,67.906975,48.372097,19.53489,,
2017-03-12T11:52:16,64.65116,67.906975,48.372097,19.53489,,
2017-03-12T11:52:17,60,69.30232,48.837208,21.395348,,
2017-03-12T11:52:17,60,69.30232,48.837208,21.395348,,
2017-03-12T11:52:18,60,72.558136,49.302326,23.255814,,
2017-03-12T11:52:18,60,72.558136,49.302326,23.255814,,
2017-03-12T11:52:19,62.32558,75.34884,50.697674,20.93023,,
2017-03-12T11:52:19,62.32558,75.34884,50.697674,20.93023,,
2017-03-12T11:52:20,64.65116,76.27907,51.162792,21.395348,55.949973,-3.191932
2017-03-12T11:52:20,64.65116,76.27907,51.162792,21.395348,55.949973,-3.191932
2017-03-12T11:52:21,68.37209,79.06976,51.627907,19.53489,,
2017-03-12T11:52:21,68.37209,79.06976,51.627907,19.53489,,
2017-03-12T11:52:22,69.76744,80,44.186043,17.209305,,
2017-03-12T11:52:22,69.76744,80,44.186043,17.209305,,
2017-03-12T11:52:23,73.48837,81.860466,52.55814,18.604652,,
2017-03-12T11:52:23,73.48837,81.860466,52.55814,18.604652,,
2017-03-12T11:52:24,75.81395,89.76744,54.88372,17.674416,,
2017-03-12T11:52:24,75.81395,89.76744,54.88372,17.674416,,
2017-03-12T11:52:25,78.139534,92.558136,55.813953,17.674416,,
2017-03-12T11:52:25,78.139534,92.558136,55.813953,17.674416,,
2017-03-12T11:52:26,75.34884,94.4186,56.744186,22.790703,,
2017-03-12T11:52:26,75.34884,94.4186,56.744186,22.790703,,
2017-03-12T11:52:27,71.16279,98.139534,57.67442,20,55.949997,-3.191778
2017-03-12T11:52:27,71.16279,98.139534,57.67442,20,55.949997,-3.191778
2017-03-12T11:52:28,70.23256,100,58.604652,22.790703,,
2017-03-12T11:52:28,70.23256,100,58.604652,22.790703,,
2017-03-12T11:52:29,72.558136,100,58.604652,26.046516,,
2017-03-12T11:52:29,72.558136,100,58.604652,26.046516,,
2017-03-12T11:52:30,71.16279,100,58.604652,29.302322,,
2017-03-12T11:52:30,71.16279,100,58.604652,29.302322,,
2017-03-12T11:52:31,66.51163,100,43.720932,26.511627,,
2017-03-12T11:52:31,66.51163,100,43.720932,26.511627,,
2017-03-12T11:52:32,72.558136,100,58.604652,26.511627,,
2017-03-12T11:52:32,72.558136,100,58.604652,26.511627,,
2017-03-12T11:52:33,80,100,58.604652,25.581398,,
2017-03-12T11:52:33,80,100,58.604652,25.581398,,
