time,valence,frustration,focus,excitement,lat,lon
2017-03-12T11:54:26,75.81395,100,58.604652,32.093025,,
2017-03-12T11:54:26,75.81395,100,58.604652,32.093025,,
2017-03-12T11:54:26,75.81395,100,58.604652,32.093025,,
2017-03-12T11:54:26,75.81395,100,58.604652,32.093025,,
2017-03-12T11:54:27,77.209305,97.209305,57.67442,26.976746,,
2017-03-12T11:54:27,77.209305,97.209305,57.67442,26.976746,,
2017-03-12T11:54:27,77.209305,97.209305,57.67442,26.976746,,
2017-03-12T11:54:27,77.209305,97.209305,57.67442,26.976746,,
2017-03-12T11:54:28,75.34884,94.88372,43.255814,24.186043,,
2017-03-12T11:54:28,75.34884,94.88372,43.255814,24.186043,,
2017-03-12T11:54:28,75.34884,94.88372,43.255814,24.186043,,
2017-03-12T11:54:28,75.34884,94.88372,43.255814,24.186043,,
2017-03-12T11:54:29,75.34884,92.558136,55.813953,26.046516,,
2017-03-12T11:54:29,75.34884,92.558136,55.813953,26.046516,,
2017-03-12T11:54:29,75.34884,92.558136,55.813953,26.046516,,
2017-03-12T11:54:29,75.34884,92.558136,55.813953,26.046516,,
2017-03-12T11:54:30,77.67442,88.83721,54.418606,20.465118,,
2017-03-12T11:54:30,77.67442,88.83721,54.418606,20.465118,,
2017-03-12T11:54:30,77.67442,88.83721,54.418606,20.465118,,
2017-03-12T11:54:30,77.67442,88.83721,54.418606,20.465118,,
2017-03-12T11:54:31,76.27907,84.65116,52.55814,22.325584,55.950675,-3.191287
2017-03-12T11:54:31,76.27907,84.65116,52.55814,22.325584,55.950675,-3.191287
2017-03-12T11:54:31,76.27907,84.65116,52.55814,22.325584,55.950675,-3.191287
2017-03-12T11:54:31,76.27907,84.65116,52.55814,22.325584,55.950675,-3.191287
2017-03-12T11:54:32,73.48837,80.93024,43.720932,26.511627,,
2017-03-12T11:54:32,73.48837,80.93024,43.720932,26.511627,,
2017-03-12T11:54:32,73.48837,80.93024,43.720932,26.511627,,
2017-03-12T11:54:32,73.48837,80.93024,43.720932,26.511627,,
2017-03-12T11:54:33,77.209305,78.139534,50.23256,23.255814,,
2017-03-12T11:54:33,77.209305,78.139534,50.23256,23.255814,,
2017-03-12T11:54:33,77.209305,78.139534,50.23256,23.255814,,
2017-03-12T11:54:33,77.209305,78.139534,50.23256,23.255814,,
2017-03-12T11:54:34,78.139534,75.81395,43.255814,20.93023,,
2017-03-12T11:54:34,78.139534,75.81395,43.255814,20.93023,,
2017-03-12T11:54:34,78.139534,75.81395,43.255814,20.93023,,
2017-03-12T11:54:34,78.139534,75.81395,43.255814,20.93023,,
2017-03-12T11:54:35,77.209305,74.88372,48.837208,18.139534,,
2017-03-12T11:54:35,77.209305,74.88372,48.837208,18.139534,,
2017-03-12T11:54:35,77.209305,74.88372,48.837208,18.139534,,
2017-03-12T11:54:35,77.209305,74.88372,48.837208,18.139534,,
2017-03-12T11:54:36,79.53488,73.023254,48.372097,18.604652,55.950555,-3.191065
2017-03-12T11:54:36,79.53488,73.023254,48.372097,18.604652,55.950555,-3.191065
2017-03-12T11:54:36,79.53488,73.023254,48.372097,18.604652,55.950555,-3.191065
2017-03-12T11:54:36,79.53488,73.023254,48.372097,18.604652,55.950555,-3.191065
2017-03-12T11:54:37,81.39535,71.62791,47.441856,19.069763,,
2017-03-12T11:54:37,81.39535,71.62791,47.441856,19.069763,,
2017-03-12T11:54:37,81.39535,71.62791,47.441856,19.069763,,
2017-03-12T11:54:37,81.39535,71.62791,47.441856,19.069763,,
2017-03-12T11:54:38,83.25581,74.4186,42.7907,17.674416,,
2017-03-12T11:54:38,83.25581,74.4186,42.7907,17.674416,,
2017-03-12T11:54:38,83.25581,74.4186,42.7907,17.674416,,
2017-03-12T11:54:38,83.25581,74.4186,42.7907,17.674416,,
2017-03-12T11:54:39,79.06976,76.74419,43.255814,27.441856,,
2017-03-12T11:54:39,79.06976,76.74419,43.255814,27.441856,,
2017-03-12T11:54:39,79.06976,76.74419,43.255814,27.441856,,
2017-03-12T11:54:39,79.06976,76.74419,43.255814,27.441856,,
2017-03-12T11:54:40,75.81395,78.139534,50.23256,25.11628,,
2017-03-12T11:54:40,75.81395,78.139534,50.23256,25.11628,,
2017-03-12T11:54:40,75.81395,78.139534,50.23256,25.11628,,
2017-03-12T11:54:40,75.81395,78.139534,50.23256,25.11628,,
2017-03-12T11:54:41,72.558136,80,43.255814,24.186043,,
2017-03-12T11:54:41,72.558136,80,43.255814,24.186043,,
2017-03-12T11:54:41,72.558136,80,43.255814,24.186043,,
2017-03-12T11:54:41,72.558136,80,43.255814,24.186043,,
2017-03-12T11:54:42,70.23256,80.93024,51.627907,26.976746,,
2017-03-12T11:54:42,70.23256,80.93024,51.627907,26.976746,,
2017-03-12T11:54:42,70.23256,80.93024,51.627907,26.976746,,
2017-03-12T11:54:42,70.23256,80.93024,51.627907,26.976746,,
2017-03-12T11:54:43,71.62791,81.860466,43.255814,24.186043,55.95057,-3.19136
2017-03-12T11:54:43,71.62791,81.860466,43.255814,24.186043,55.95057,-3.19136
2017-03-12T11:54:43,71.62791,81.860466,43.255814,24.186043,55.95057,-3.19136
2017-03-12T11:54:43,71.62791,81.860466,43.255814,24.186043,55.95057,-3.19136
2017-03-12T11:54:44,73.023254,82.790695,52.09302,22.325584,,
2017-03-12T11:54:44,73.023254,82.790695,52.09302,22.325584,,
2017-03-12T11:54:44,73.023254,82.790695,52.09302,22.325584,,
2017-03-12T11:54:44,73.023254,82.790695,52.09302,22.325584,,
2017-03-12T11:54:45,70.69768,83.25581,42.7907,20,,
2017-03-12T11:54:45,70.69768,83.25581,42.7907,20,,
2017-03-12T11:54:45,70.69768,83.25581,42.7907,20,,
2017-03-12T11:54:45,70.69768,83.25581,42.7907,20,,
2017-03-12T11:54:46,66.976746,83.72093,52.09302,20.465118,,
2017-03-12T11:54:46,66.976746,83.72093,52.09302,20.465118,,
2017-03-12T11:54:46,66.976746,83.72093,52.09302,20.465118,,
